OrderID,OrderDate,CustomerID,ProductID,Quantity,Discount,UnitPrice,CostPrice,SalesAmount,Profit,Region,OrderStatus
ORD06422,2024-08-14,CUST0272,P0122,1,0.05,17942.76,13133.8,17045.62,3911.82,South,Completed
ORD04849,2024-08-14,CUST0387,P0076,4,0.15,20055.1,12211.29,68187.34,19342.18,West,Cancelled
ORD02306,2024-08-14,CUST0816,P0103,2,0.2,585.19,454.75,936.3,26.8,East,Completed
ORD04850,2024-08-14,CUST0087,P0015,2,0.15,18890.43,14292.88,32113.73,3527.97,North,Completed
ORD07717,2024-08-14,CUST0145,P0155,1,0.15,9808.49,7104.6,8337.22,1232.62,South,Completed
ORD06905,2024-08-14,CUST0387,P0190,2,0.1,2296.71,1653.27,4134.08,827.54,West,Completed
ORD05718,2024-08-15,CUST0661,P0083,4,0.1,374.27,289.15,1347.37,190.77,North,Completed
ORD04572,2024-08-15,CUST0216,P0092,1,0.15,41737.72,32410.53,35477.06,3066.53,South,Cancelled
ORD04492,2024-08-15,CUST0957,P0137,1,0.05,3327.18,2091.19,3160.82,1069.63,North,Completed
ORD04033,2024-08-15,CUST0602,P0042,3,0.05,10683.47,6548.45,30447.89,10802.54,South,Completed
ORD04128,2024-08-15,CUST0925,P0089,2,0.0,74892.61,50603.0,149785.22,48579.22,South,Completed
ORD06195,2024-08-15,CUST0800,P0150,4,0.05,53462.03,36715.83,203155.71,56292.39,North,Completed
ORD03537,2024-08-15,CUST0230,P0192,4,0.2,20821.66,13717.57,66629.31,11759.03,North,Completed
ORD09076,2024-08-15,CUST0417,P0042,1,0.0,10683.47,6548.45,10683.47,4135.02,North,Completed
ORD09084,2024-08-15,CUST0142,P0091,1,0.05,49350.46,32483.04,46882.94,14399.9,South,Completed
ORD00966,2024-08-15,CUST0182,P0129,1,0.05,43850.97,27932.89,41658.42,13725.53,North,Completed
ORD06870,2024-08-15,CUST0131,P0178,1,0.15,4042.35,3098.18,3436.0,337.82,North,Completed
ORD02230,2024-08-15,CUST0206,P0146,1,0.0,11482.27,8693.26,11482.27,2789.01,East,Cancelled
ORD00379,2024-08-15,CUST0824,P0130,3,0.1,58219.77,46803.43,157193.38,16783.09,South,Completed
ORD00388,2024-08-16,CUST0084,P0038,2,0.1,25137.53,20080.78,45247.55,5085.99,West,Completed
ORD00510,2024-08-16,CUST0426,P0190,4,0.0,2296.71,1653.27,9186.84,2573.76,East,Completed
ORD08734,2024-08-16,CUST0556,P0027,2,0.0,20926.64,14284.36,41853.28,13284.56,North,Completed
ORD02302,2024-08-16,CUST0304,P0184,1,0.15,20719.38,13335.4,17611.47,4276.07,West,Completed
ORD05396,2024-08-16,CUST0812,P0161,1,0.15,36827.84,23163.81,31303.66,8139.85,North,Completed
ORD05868,2024-08-16,CUST0340,P0182,2,0.0,15590.28,12172.38,31180.56,6835.8,West,Completed
ORD01796,2024-08-16,CUST0343,P0192,2,0.1,20821.66,13717.57,37478.99,10043.85,South,Completed
ORD06499,2024-08-16,CUST0179,P0073,1,0.15,15561.42,10813.46,13227.21,2413.75,West,Completed
ORD02159,2024-08-16,CUST0753,P0015,1,0.1,18890.43,14292.88,17001.39,2708.51,East,Completed
ORD09776,2024-08-16,CUST0658,P0038,5,0.1,25137.53,20080.78,113118.88,12714.98,North,Completed
ORD05358,2024-08-16,CUST0044,P0180,1,0.0,23838.69,16889.32,23838.69,6949.37,North,Completed
ORD07750,2024-08-16,CUST0112,P0196,1,0.1,385.78,231.62,347.2,115.58,North,Completed
ORD02670,2024-08-16,CUST0604,P0058,3,0.15,7347.4,4878.31,18735.87,4100.94,South,Completed
ORD04316,2024-08-16,CUST0926,P0133,2,0.0,30154.78,21233.5,60309.56,17842.56,West,Completed
ORD05432,2024-08-16,CUST0307,P0040,3,0.1,568.55,361.32,1535.08,451.12,West,Completed
ORD05433,2024-08-16,CUST0950,P0076,2,0.1,20055.1,12211.29,36099.18,11676.6,East,Completed
ORD03397,2024-08-16,CUST0495,P0082,2,0.05,14583.87,9123.23,27709.35,9462.89,North,Completed
ORD06241,2024-08-16,CUST0128,P0083,1,0.0,374.27,289.15,374.27,85.12,South,Completed
ORD02635,2024-08-16,CUST0688,P0045,2,0.1,2217.01,1355.93,3990.62,1278.76,West,Completed
ORD01792,2024-08-16,CUST0220,P0066,1,0.1,15521.48,11472.78,13969.33,2496.55,West,Completed
ORD00756,2024-08-17,CUST0529,P0026,1,0.0,53440.86,40308.66,53440.86,13132.2,South,Completed
ORD09374,2024-08-17,CUST0422,P0162,1,0.0,46811.03,27452.25,46811.03,19358.78,West,Completed
ORD04938,2024-08-17,CUST0850,P0004,3,0.1,20696.25,15931.27,55879.88,8086.07,West,Completed
ORD07556,2024-08-17,CUST0908,P0024,1,0.05,792.84,470.21,753.2,282.99,East,Completed
ORD02326,2024-08-17,CUST0284,P0143,1,0.1,56727.96,35563.32,51055.16,15491.84,West,Completed
ORD01931,2024-08-17,CUST0359,P0073,1,0.0,15561.42,10813.46,15561.42,4747.96,South,Completed
ORD07135,2024-08-17,CUST0509,P0185,1,0.1,76508.26,54062.35,68857.43,14795.08,West,Completed
ORD00271,2024-08-17,CUST0848,P0098,2,0.0,15055.62,11767.46,30111.24,6576.32,East,Completed
ORD05710,2024-08-17,CUST0061,P0166,2,0.2,47059.67,34982.34,75295.47,5330.79,West,Completed
ORD04198,2024-08-17,CUST0203,P0048,2,0.0,1114.29,876.19,2228.58,476.2,East,Completed
ORD07630,2024-08-17,CUST0496,P0066,1,0.0,15521.48,11472.78,15521.48,4048.7,North,Completed
ORD07802,2024-08-17,CUST0655,P0183,2,0.0,66902.29,49511.88,133804.58,34780.82,West,Completed
ORD04531,2024-08-18,CUST0462,P0060,3,0.05,32036.99,25220.68,91305.42,15643.38,North,Cancelled
ORD08497,2024-08-18,CUST0350,P0141,3,0.0,1748.75,1100.65,5246.25,1944.3,North,Completed
ORD09852,2024-08-18,CUST0484,P0139,1,0.15,26827.4,18117.75,22803.29,4685.54,East,Completed
ORD06260,2024-08-18,CUST0233,P0063,2,0.0,12786.65,8472.2,25573.3,8628.9,East,Completed
ORD08005,2024-08-18,CUST0217,P0186,2,0.1,36288.91,28203.52,65320.04,8913.0,West,Completed
ORD00116,2024-08-18,CUST0530,P0159,2,0.1,54205.42,36083.24,97569.76,25403.28,North,Completed
ORD01407,2024-08-18,CUST0722,P0164,1,0.1,8324.94,6438.05,7492.45,1054.4,North,Completed
ORD03001,2024-08-18,CUST0697,P0002,1,0.05,6203.85,4038.58,5893.66,1855.08,West,Completed
ORD00697,2024-08-18,CUST0178,P0163,2,0.1,3768.33,3060.43,6782.99,662.13,West,Completed
ORD02732,2024-08-18,CUST0219,P0018,2,0.0,4596.19,2818.15,9192.38,3556.08,West,Cancelled
ORD09039,2024-08-18,CUST0644,P0181,1,0.05,8670.4,5624.95,8236.88,2611.93,North,Completed
ORD04576,2024-08-18,CUST0935,P0125,1,0.0,3155.85,2083.96,3155.85,1071.89,North,Completed
ORD07867,2024-08-18,CUST0352,P0036,1,0.05,1008.83,797.09,958.39,161.3,North,Completed
ORD01093,2024-08-18,CUST0302,P0085,3,0.15,73872.61,56554.21,188375.16,18712.53,South,Completed
ORD04920,2024-08-18,CUST0940,P0056,1,0.1,312.97,191.98,281.67,89.69,West,Completed
ORD01473,2024-08-18,CUST0352,P0100,3,0.1,36262.87,22462.27,97909.75,30522.94,North,Completed
ORD01653,2024-08-18,CUST0079,P0091,1,0.0,49350.46,32483.04,49350.46,16867.42,North,Cancelled
ORD08243,2024-08-19,CUST0623,P0052,1,0.2,7440.54,4865.29,5952.43,1087.14,West,Completed
ORD00219,2024-08-19,CUST0256,P0040,1,0.0,568.55,361.32,568.55,207.23,North,Completed
ORD04894,2024-08-19,CUST0184,P0109,2,0.0,17118.52,11998.2,34237.04,10240.64,West,Completed
ORD03738,2024-08-19,CUST0851,P0188,2,0.1,5272.37,3130.49,9490.27,3229.29,West,Completed
ORD06556,2024-08-19,CUST0937,P0071,3,0.15,35759.59,27998.22,91186.95,7192.29,East,Completed
ORD08509,2024-08-19,CUST0020,P0183,3,0.1,66902.29,49511.88,180636.18,32100.54,West,Cancelled
ORD03579,2024-08-19,CUST0128,P0189,1,0.1,38312.77,25713.12,34481.49,8768.37,South,Completed
ORD05300,2024-08-19,CUST0675,P0186,3,0.0,36288.91,28203.52,108866.73,24256.17,North,Completed
ORD05535,2024-08-19,CUST0533,P0047,2,0.1,1004.63,793.19,1808.33,221.95,East,Cancelled
ORD06323,2024-08-19,CUST0618,P0097,1,0.05,11100.34,7751.47,10545.32,2793.85,South,Completed
ORD05315,2024-08-19,CUST0663,P0079,1,0.15,409.51,310.64,348.08,37.44,North,Completed
ORD02092,2024-08-19,CUST0818,P0171,1,0.05,39010.06,29472.11,37059.56,7587.45,North,Completed
ORD06079,2024-08-19,CUST0563,P0182,2,0.0,15590.28,12172.38,31180.56,6835.8,West,Completed
ORD05968,2024-08-19,CUST0274,P0123,2,0.1,77212.89,61788.48,138983.2,15406.24,East,Completed
ORD01281,2024-08-19,CUST0595,P0165,2,0.0,728.57,514.38,1457.14,428.38,East,Completed
ORD05111,2024-08-20,CUST0015,P0069,5,0.15,196.15,126.8,833.64,199.64,West,Completed
ORD07234,2024-08-20,CUST0589,P0077,3,0.2,50047.7,37709.36,120114.48,6986.4,East,Completed
ORD00051,2024-08-20,CUST0738,P0112,1,0.1,20043.19,13117.75,18038.87,4921.12,South,Completed
ORD03595,2024-08-20,CUST0228,P0159,4,0.1,54205.42,36083.24,195139.51,50806.55,South,Completed
ORD09145,2024-08-20,CUST0683,P0031,5,0.05,12553.48,9544.5,59629.03,11906.53,North,Completed
ORD00273,2024-08-20,CUST0804,P0088,1,0.15,58121.47,37608.48,49403.25,11794.77,North,Completed
ORD07704,2024-08-20,CUST0017,P0134,4,0.15,34117.69,25387.96,116000.15,14448.31,South,Completed
ORD03806,2024-08-20,CUST0279,P0170,1,0.05,750.66,462.97,713.13,250.16,West,Cancelled
ORD04897,2024-08-20,CUST0010,P0048,2,0.15,1114.29,876.19,1894.29,141.91,West,Completed
ORD00195,2024-08-20,CUST0496,P0007,3,0.1,8223.62,4942.96,22203.77,7374.89,North,Completed
ORD04622,2024-08-20,CUST0571,P0113,1,0.1,26426.25,19479.69,23783.62,4303.93,West,Pending
ORD01817,2024-08-20,CUST0660,P0178,2,0.05,4042.35,3098.18,7680.46,1484.1,North,Completed
ORD08246,2024-08-21,CUST0848,P0084,3,0.05,52737.3,39276.81,150301.31,32470.88,East,Completed
ORD05543,2024-08-21,CUST0333,P0005,3,0.1,759.62,541.79,2050.97,425.6,East,Completed
ORD02925,2024-08-21,CUST0676,P0096,3,0.0,22714.55,15565.72,68143.65,21446.49,South,Completed
ORD08562,2024-08-21,CUST0816,P0115,1,0.05,9526.21,7338.52,9049.9,1711.38,East,Cancelled
ORD04772,2024-08-21,CUST0788,P0055,3,0.1,6422.29,4812.56,17340.18,2902.5,West,Completed
ORD01100,2024-08-21,CUST0606,P0132,1,0.15,235.21,163.03,199.93,36.9,South,Completed
ORD06474,2024-08-21,CUST0651,P0074,5,0.05,40981.75,23771.65,194663.31,75805.06,West,Cancelled
ORD04547,2024-08-21,CUST0619,P0079,2,0.1,409.51,310.64,737.12,115.84,West,Completed
ORD01086,2024-08-21,CUST0959,P0050,1,0.1,8890.7,6907.47,8001.63,1094.16,East,Completed
ORD04196,2024-08-21,CUST0868,P0143,3,0.05,56727.96,35563.32,161674.69,54984.73,South,Completed
ORD04464,2024-08-21,CUST0644,P0019,3,0.0,27844.42,18931.51,83533.26,26738.73,North,Completed
ORD05620,2024-08-21,CUST0105,P0180,2,0.05,23838.69,16889.32,45293.51,11514.87,South,Completed
ORD08805,2024-08-21,CUST0268,P0081,1,0.15,11112.68,6733.47,9445.78,2712.31,North,Completed
ORD07477,2024-08-21,CUST0320,P0033,1,0.0,54569.41,31985.14,54569.41,22584.27,West,Completed
ORD07296,2024-08-21,CUST0513,P0120,1,0.1,57866.38,42176.37,52079.74,9903.37,North,Completed
ORD01314,2024-08-21,CUST0822,P0010,2,0.0,16072.59,10816.67,32145.18,10511.84,North,Completed
ORD00215,2024-08-22,CUST0300,P0048,2,0.2,1114.29,876.19,1782.86,30.48,North,Completed
ORD00047,2024-08-22,CUST0794,P0104,1,0.05,22437.82,18159.1,21315.93,3156.83,West,Completed
ORD05890,2024-08-22,CUST0697,P0031,3,0.0,12553.48,9544.5,37660.44,9026.94,West,Completed
ORD04126,2024-08-22,CUST0492,P0131,1,0.2,896.08,597.69,716.86,119.17,South,Cancelled
ORD03293,2024-08-22,CUST0919,P0066,2,0.1,15521.48,11472.78,27938.66,4993.1,East,Completed
ORD02887,2024-08-22,CUST0737,P0018,4,0.0,4596.19,2818.15,18384.76,7112.16,East,Completed
ORD05800,2024-08-22,CUST0533,P0123,1,0.05,77212.89,61788.48,73352.25,11563.77,East,Completed
ORD05648,2024-08-22,CUST0095,P0031,1,0.1,12553.48,9544.5,11298.13,1753.63,West,Completed
ORD07896,2024-08-22,CUST0167,P0031,2,0.0,12553.48,9544.5,25106.96,6017.96,South,Cancelled
ORD04757,2024-08-22,CUST0121,P0195,3,0.15,15240.21,11813.53,38862.54,3421.95,West,Completed
ORD09690,2024-08-22,CUST0246,P0030,1,0.2,23508.75,18216.9,18807.0,590.1,South,Completed
ORD07136,2024-08-22,CUST0988,P0039,3,0.05,1717.54,1277.52,4894.99,1062.43,South,Completed
ORD00459,2024-08-23,CUST0171,P0183,5,0.1,66902.29,49511.88,301060.3,53500.9,South,Completed
ORD08256,2024-08-23,CUST0233,P0084,2,0.0,52737.3,39276.81,105474.6,26920.98,East,Completed
ORD02771,2024-08-23,CUST0914,P0032,2,0.1,39614.35,24714.41,71305.83,21877.01,East,Completed
ORD08331,2024-08-23,CUST0834,P0008,3,0.1,68633.55,51583.32,185310.59,30560.63,East,Completed
ORD01928,2024-08-23,CUST0158,P0037,5,0.0,58358.81,45854.58,291794.05,62521.15,South,Completed
ORD06232,2024-08-23,CUST0960,P0152,2,0.05,5896.48,4498.55,11203.31,2206.21,North,Completed
ORD08168,2024-08-23,CUST0882,P0040,5,0.0,568.55,361.32,2842.75,1036.15,East,Completed
ORD09040,2024-08-23,CUST0505,P0084,2,0.1,52737.3,39276.81,94927.14,16373.52,West,Completed
ORD04305,2024-08-23,CUST0442,P0010,4,0.0,16072.59,10816.67,64290.36,21023.68,South,Completed
ORD09816,2024-08-23,CUST0336,P0090,2,0.0,446.05,334.33,892.1,223.44,North,Completed
ORD03250,2024-08-23,CUST0363,P0036,1,0.15,1008.83,797.09,857.51,60.42,South,Completed
ORD08537,2024-08-23,CUST0571,P0056,3,0.05,312.97,191.98,891.96,316.02,West,Completed
ORD05271,2024-08-23,CUST0188,P0147,2,0.05,22737.01,13458.16,43200.32,16284.0,East,Completed
ORD04496,2024-08-23,CUST0189,P0099,1,0.05,908.9,743.94,863.46,119.52,North,Pending
ORD03307,2024-08-23,CUST0819,P0071,2,0.05,35759.59,27998.22,67943.22,11946.78,North,Cancelled
ORD02163,2024-08-23,CUST0095,P0117,1,0.1,62915.52,50890.59,56623.97,5733.38,West,Completed
ORD08277,2024-08-23,CUST0441,P0193,3,0.15,8422.11,6102.6,21476.38,3168.58,South,Completed
ORD04311,2024-08-24,CUST0938,P0038,1,0.1,25137.53,20080.78,22623.78,2543.0,West,Completed
ORD08833,2024-08-24,CUST0943,P0190,1,0.1,2296.71,1653.27,2067.04,413.77,East,Completed
ORD05861,2024-08-24,CUST0105,P0153,2,0.0,318.53,240.18,637.06,156.7,South,Completed
ORD01911,2024-08-24,CUST0541,P0143,1,0.05,56727.96,35563.32,53891.56,18328.24,South,Cancelled
ORD02440,2024-08-24,CUST0801,P0181,3,0.1,8670.4,5624.95,23410.08,6535.23,East,Pending
ORD06401,2024-08-24,CUST0619,P0019,4,0.2,27844.42,18931.51,89102.14,13376.1,West,Completed
ORD05314,2024-08-24,CUST0686,P0082,1,0.0,14583.87,9123.23,14583.87,5460.64,North,Completed
ORD07359,2024-08-24,CUST0435,P0188,5,0.1,5272.37,3130.49,23725.66,8073.21,South,Completed
ORD02256,2024-08-24,CUST0007,P0170,1,0.0,750.66,462.97,750.66,287.69,South,Completed
ORD03054,2024-08-24,CUST0292,P0138,2,0.15,30903.45,21958.56,52535.86,8618.74,West,Completed
ORD03465,2024-08-24,CUST0850,P0021,1,0.0,6878.25,5112.71,6878.25,1765.54,West,Completed
ORD05781,2024-08-24,CUST0883,P0071,1,0.0,35759.59,27998.22,35759.59,7761.37,East,Completed
ORD08346,2024-08-24,CUST0207,P0113,2,0.1,26426.25,19479.69,47567.25,8607.87,South,Completed
ORD05518,2024-08-24,CUST0830,P0013,2,0.05,8923.66,6594.73,16954.95,3765.49,West,Completed
ORD06272,2024-08-24,CUST0868,P0179,5,0.0,12818.17,8758.44,64090.85,20298.65,South,Cancelled
ORD06471,2024-08-25,CUST0158,P0001,1,0.0,796.95,617.19,796.95,179.76,South,Completed
ORD09459,2024-08-25,CUST0077,P0042,1,0.05,10683.47,6548.45,10149.3,3600.85,East,Completed
ORD00334,2024-08-25,CUST0215,P0035,3,0.05,56932.8,34147.01,162258.48,59817.45,North,Completed
ORD03060,2024-08-25,CUST0425,P0006,1,0.05,51610.25,30768.51,49029.74,18261.23,West,Completed
ORD02546,2024-08-25,CUST0682,P0111,1,0.15,32818.12,23699.05,27895.4,4196.35,West,Completed
ORD08602,2024-08-25,CUST0543,P0051,1,0.0,57445.48,35926.8,57445.48,21518.68,East,Completed
ORD07599,2024-08-25,CUST0343,P0193,3,0.1,8422.11,6102.6,22739.7,4431.9,South,Completed
ORD05188,2024-08-25,CUST0257,P0075,2,0.15,6740.18,4364.5,11458.31,2729.31,East,Completed
ORD03361,2024-08-25,CUST0944,P0007,1,0.1,8223.62,4942.96,7401.26,2458.3,East,Completed
ORD07836,2024-08-25,CUST0677,P0036,1,0.05,1008.83,797.09,958.39,161.3,North,Completed
ORD06213,2024-08-25,CUST0709,P0164,2,0.0,8324.94,6438.05,16649.88,3773.78,North,Completed
ORD04800,2024-08-25,CUST0893,P0152,2,0.0,5896.48,4498.55,11792.96,2795.86,North,Completed
ORD01440,2024-08-25,CUST0114,P0068,3,0.1,41326.98,32432.51,111582.85,14285.32,South,Completed
ORD03157,2024-08-26,CUST0811,P0058,2,0.05,7347.4,4878.31,13960.06,4203.44,South,Completed
ORD03505,2024-08-26,CUST0568,P0065,3,0.15,21598.4,14583.7,55075.92,11324.82,West,Completed
ORD08794,2024-08-26,CUST0468,P0050,1,0.05,8890.7,6907.47,8446.17,1538.7,North,Completed
ORD07573,2024-08-26,CUST0737,P0177,2,0.05,783.92,493.62,1489.45,502.21,East,Pending
ORD01709,2024-08-26,CUST0931,P0039,1,0.05,1717.54,1277.52,1631.66,354.14,West,Completed
ORD06286,2024-08-26,CUST0647,P0038,1,0.2,25137.53,20080.78,20110.02,29.24,East,Completed
ORD04129,2024-08-26,CUST0273,P0097,2,0.15,11100.34,7751.47,18870.58,3367.64,East,Completed
ORD01875,2024-08-26,CUST0728,P0050,3,0.05,8890.7,6907.47,25338.5,4616.09,West,Completed
ORD06503,2024-08-27,CUST0902,P0190,4,0.0,2296.71,1653.27,9186.84,2573.76,South,Pending
ORD07901,2024-08-27,CUST0514,P0125,2,0.1,3155.85,2083.96,5680.53,1512.61,East,Completed
ORD07430,2024-08-27,CUST0831,P0029,1,0.0,1310.65,844.84,1310.65,465.81,West,Cancelled
ORD01811,2024-08-27,CUST0341,P0157,1,0.1,1290.11,764.14,1161.1,396.96,West,Completed
ORD00509,2024-08-27,CUST0387,P0059,1,0.05,1247.06,804.27,1184.71,380.44,West,Completed
ORD03147,2024-08-27,CUST0538,P0127,2,0.0,37425.34,27064.21,74850.68,20722.26,North,Completed
ORD04614,2024-08-27,CUST0023,P0129,1,0.1,43850.97,27932.89,39465.87,11532.98,South,Completed
ORD05763,2024-08-27,CUST0200,P0088,2,0.0,58121.47,37608.48,116242.94,41025.98,North,Completed
ORD07297,2024-08-27,CUST0058,P0090,1,0.05,446.05,334.33,423.75,89.42,West,Completed
ORD08473,2024-08-27,CUST0248,P0077,1,0.1,50047.7,37709.36,45042.93,7333.57,East,Completed
ORD09179,2024-08-27,CUST0451,P0118,3,0.05,36939.5,23012.67,105277.58,36239.57,West,Completed
ORD09115,2024-08-27,CUST0285,P0086,2,0.15,519.82,398.56,883.69,86.57,West,Completed
ORD01742,2024-08-28,CUST0502,P0150,1,0.1,53462.03,36715.83,48115.83,11400.0,South,Completed
ORD08825,2024-08-28,CUST0065,P0029,2,0.1,1310.65,844.84,2359.17,669.49,South,Completed
ORD02251,2024-08-28,CUST0687,P0030,3,0.1,23508.75,18216.9,63473.62,8822.92,East,Completed
ORD04072,2024-08-28,CUST0083,P0129,1,0.1,43850.97,27932.89,39465.87,11532.98,North,Completed
ORD02634,2024-08-28,CUST0938,P0032,2,0.1,39614.35,24714.41,71305.83,21877.01,West,Completed
ORD08632,2024-08-28,CUST0107,P0184,5,0.1,20719.38,13335.4,93237.21,26560.21,East,Completed
ORD09951,2024-08-28,CUST0308,P0132,1,0.1,235.21,163.03,211.69,48.66,West,Completed
ORD07196,2024-08-28,CUST0579,P0194,4,0.05,13118.34,8489.04,49849.69,15893.53,North,Cancelled
ORD05859,2024-08-29,CUST0997,P0067,4,0.1,5933.02,4559.02,21358.87,3122.79,South,Completed
ORD01352,2024-08-29,CUST0391,P0063,1,0.0,12786.65,8472.2,12786.65,4314.45,South,Completed
ORD09148,2024-08-29,CUST0255,P0066,2,0.15,15521.48,11472.78,26386.52,3440.96,South,Pending
ORD08611,2024-08-29,CUST0858,P0152,4,0.05,5896.48,4498.55,22406.62,4412.42,South,Completed
ORD06189,2024-08-29,CUST0121,P0149,1,0.0,2427.19,1691.68,2427.19,735.51,West,Completed
ORD08817,2024-08-29,CUST0193,P0136,3,0.05,3029.54,2200.52,8634.19,2032.63,East,Completed
ORD09973,2024-08-29,CUST0611,P0183,2,0.1,66902.29,49511.88,120424.12,21400.36,West,Completed
ORD05318,2024-08-29,CUST0086,P0027,3,0.0,20926.64,14284.36,62779.92,19926.84,West,Cancelled
ORD07830,2024-08-29,CUST0777,P0135,1,0.2,644.55,462.91,515.64,52.73,South,Completed
ORD06009,2024-08-29,CUST0573,P0010,1,0.15,16072.59,10816.67,13661.7,2845.03,North,Completed
ORD08471,2024-08-29,CUST0697,P0161,2,0.0,36827.84,23163.81,73655.68,27328.06,West,Completed
ORD07410,2024-08-29,CUST0119,P0060,2,0.0,32036.99,25220.68,64073.98,13632.62,East,Completed
ORD03353,2024-08-29,CUST0317,P0096,1,0.0,22714.55,15565.72,22714.55,7148.83,West,Pending
ORD04549,2024-08-29,CUST0787,P0171,2,0.1,39010.06,29472.11,70218.11,11273.89,East,Completed
ORD09905,2024-08-30,CUST0525,P0170,2,0.0,750.66,462.97,1501.32,575.38,North,Cancelled
ORD05274,2024-08-30,CUST0529,P0019,1,0.0,27844.42,18931.51,27844.42,8912.91,South,Completed
ORD05870,2024-08-30,CUST0855,P0116,2,0.1,41570.44,24508.05,74826.79,25810.69,East,Completed
ORD01079,2024-08-30,CUST0629,P0184,1,0.15,20719.38,13335.4,17611.47,4276.07,North,Completed
ORD00024,2024-08-30,CUST0853,P0036,1,0.05,1008.83,797.09,958.39,161.3,South,Completed
ORD04322,2024-08-30,CUST0239,P0044,3,0.0,59463.82,38619.72,178391.46,62532.3,East,Completed
ORD02339,2024-08-30,CUST0466,P0164,2,0.05,8324.94,6438.05,15817.39,2941.29,South,Completed
ORD02588,2024-08-30,CUST0052,P0085,2,0.1,73872.61,56554.21,132970.7,19862.28,West,Completed
ORD03656,2024-08-30,CUST0245,P0111,2,0.1,32818.12,23699.05,59072.62,11674.52,North,Completed
ORD06913,2024-08-30,CUST0266,P0057,2,0.1,911.67,722.71,1641.01,195.59,East,Completed
ORD02753,2024-08-30,CUST0744,P0055,5,0.0,6422.29,4812.56,32111.45,8048.65,North,Completed
ORD09661,2024-08-30,CUST0548,P0068,1,0.0,41326.98,32432.51,41326.98,8894.47,West,Completed
ORD02408,2024-08-30,CUST0994,P0145,2,0.1,360.46,274.8,648.83,99.23,South,Completed
ORD03821,2024-08-30,CUST0402,P0115,2,0.15,9526.21,7338.52,16194.56,1517.52,North,Completed
ORD00062,2024-08-30,CUST0289,P0072,1,0.05,28334.52,18780.23,26917.79,8137.56,West,Completed
ORD02123,2024-08-30,CUST0078,P0070,3,0.1,56679.56,41863.05,153034.81,27445.66,South,Completed
ORD04399,2024-08-30,CUST0088,P0022,1,0.05,68945.25,50670.94,65497.99,14827.05,West,Cancelled
ORD02630,2024-08-31,CUST0913,P0136,2,0.0,3029.54,2200.52,6059.08,1658.04,North,Completed
ORD09082,2024-08-31,CUST0395,P0124,2,0.05,38907.93,29071.02,73925.07,15783.03,North,Completed
ORD05288,2024-08-31,CUST0833,P0107,3,0.2,72638.94,50890.24,174333.46,21662.74,North,Completed
ORD02790,2024-08-31,CUST0628,P0163,4,0.15,3768.33,3060.43,12812.32,570.6,North,Completed
ORD04018,2024-08-31,CUST0982,P0194,2,0.0,13118.34,8489.04,26236.68,9258.6,East,Completed
ORD04430,2024-08-31,CUST0458,P0180,1,0.1,23838.69,16889.32,21454.82,4565.5,West,Completed
ORD09832,2024-08-31,CUST0958,P0192,3,0.05,20821.66,13717.57,59341.73,18189.02,South,Completed
ORD04035,2024-08-31,CUST0838,P0200,2,0.05,37954.59,28614.99,72113.72,14883.74,West,Completed
ORD00690,2024-08-31,CUST0135,P0185,1,0.1,76508.26,54062.35,68857.43,14795.08,North,Completed
ORD05938,2024-08-31,CUST0747,P0181,2,0.05,8670.4,5624.95,16473.76,5223.86,West,Cancelled
ORD04392,2024-08-31,CUST0637,P0191,2,0.05,8442.75,6441.23,16041.22,3158.76,North,Completed
ORD02026,2024-09-01,CUST0618,P0117,2,0.05,62915.52,50890.59,119539.49,17758.31,South,Completed
ORD08573,2024-09-01,CUST0013,P0111,1,0.0,32818.12,23699.05,32818.12,9119.07,East,Completed
ORD09371,2024-09-01,CUST0046,P0121,3,0.05,975.23,645.82,2779.41,841.95,North,Completed
ORD06622,2024-09-01,CUST0243,P0199,2,0.0,404.58,321.41,809.16,166.34,North,Completed
ORD09778,2024-09-01,CUST0183,P0039,3,0.1,1717.54,1277.52,4637.36,804.8,South,Completed
ORD09904,2024-09-01,CUST0751,P0017,2,0.05,17284.69,10596.05,32840.91,11648.81,West,Completed
ORD02952,2024-09-01,CUST0344,P0046,2,0.0,61902.8,37121.36,123805.6,49562.88,East,Completed
ORD09085,2024-09-01,CUST0086,P0059,2,0.05,1247.06,804.27,2369.41,760.87,West,Completed
ORD07216,2024-09-01,CUST0409,P0165,1,0.1,728.57,514.38,655.71,141.33,East,Completed
ORD02489,2024-09-01,CUST0798,P0107,1,0.05,72638.94,50890.24,69006.99,18116.75,North,Completed
ORD00186,2024-09-01,CUST0900,P0012,2,0.1,4072.78,2687.49,7331.0,1956.02,South,Completed
ORD05486,2024-09-01,CUST0003,P0187,1,0.1,184.91,120.68,166.42,45.74,West,Completed
ORD09049,2024-09-01,CUST0224,P0054,4,0.0,34828.61,21081.63,139314.44,54987.92,West,Completed
ORD05757,2024-09-01,CUST0653,P0193,3,0.0,8422.11,6102.6,25266.33,6958.53,West,Completed
ORD06630,2024-09-01,CUST0826,P0052,5,0.0,7440.54,4865.29,37202.7,12876.25,West,Completed
ORD08718,2024-09-01,CUST0465,P0050,1,0.05,8890.7,6907.47,8446.17,1538.7,West,Completed
ORD03698,2024-09-02,CUST0958,P0146,1,0.0,11482.27,8693.26,11482.27,2789.01,South,Pending
